ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición

3580,simple,10245-XLPE3414,,CABLE URD XLPE AL 3X4+1X4 600V Y208 C DEL NORTE,1,0,visible,"Cable URD XLPE AL 3X4+1X4 600V Y208 C Del Norte.
\n
\nCable tipo URD de <strong data-start=""205"" data-end=""238"">aluminio con aislamiento XLPE</strong>, diseñado para distribución secundaria en baja tensión hasta <strong data-start=""300"" data-end=""308"">600V</strong>.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable URD XLPE AL 3X4+1X4 600V.</li>
\n 	<li>Y208 C Del Norte.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-URD-XLPE-AL-3X4-1X4-600V-Y208-C-DEL-NORTE.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-URD-XLPE-AL-3X41X4-600V-Y208-C-DEL-NORTE-scaled.png,,,,,,,,,0

3582,simple,10245-XL2530AN,,CABLE ENERGIA XLP AL 25KV 3/0 AISLAMIENTO 100 S/CINTAS BLOQ C DEL NORTE Z105,1,0,visible,"Cable Energía XLP AL 25KV 3/0 AISLAMIENTO 100 S/Cintas Bloq C Del Norte Z105
\n
\nCable de media tensión fabricado con <strong data-start=""274"" data-end=""307"">conductor de aluminio 3/0 AWG</strong>, aislamiento en <strong data-start=""324"" data-end=""357"">XLP (polietileno entrelazado)</strong> y <strong data-start=""360"" data-end=""383"">aislamiento al 100%.</strong>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Energía XLP AL 25KV 3/0.</li>
\n 	<li>AISLAMIENTO 100 S/Cintas.</li>
\n 	<li>Bloq C Del Norte Z105.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-ENERGIA-XLP-AL-25KV-3-0-AISLAMIENTO-100-S-CINTAS-BLOQ-C-DEL-NORTE-Z105.pdf "" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-ENERGIA-XLP-AL-25KV-30-AISLAMIENTO-100-SCINTAS-BLOQ-C-DEL-NORTE-Z105-scaled.png,,,,,,,,,0

3586,simple,10245-CPORT2,,CABLE PORTAELECTRODO CAL 2 C DEL NORTE P003,1,0,visible,"Cable Portaelectrodo CAL 2 C Del Norte P003.
\n
\nDiseñado para aplicaciones de soldadura eléctrica, este cable <strong data-start=""242"" data-end=""274"">portaelectrodo calibre 2 AWG</strong> ofrece alta flexibilidad, excelente conducción de corriente y resistencia al calor, la abrasión y las condiciones exigentes del trabajo industrial.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Portaelectrodo CAL 2.</li>
\n 	<li>C Del Norte P003.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-PORTAELECTRODO-CAL-2-C-DEL-NORTE-P003.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-PORTAELECTRODO-CAL-2-C-DEL-NORTE-P003-scaled.png,,,,,,,,,0

3588,simple,10245-CN230110ACSR,,CABLE NEUTRANEL 2X3/0+1X1/0 AAC/ACSR 600V C DEL NORTE C080,1,0,visible,"Cable Neutranel 2X3/0+1X1/0 AAC/ACSR 600V C Del Norte C080.
\n
\nCable preensamblado tipo Neutranel, compuesto por <strong data-start=""266"" data-end=""317"">dos conductores de aluminio AAC calibre 3/0 AWG</strong> y un neutro de <strong data-start=""333"" data-end=""386"">aluminio con alma de acero (ACSR) calibre 1/0 AWG.</strong>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Neutranel 2X3/0+1X1/0 AAC/ACSR 600V.</li>
\n 	<li>C Del Norte C080.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-NEUTRANEL-2X301X10-AACACSR-600V-C-DEL-NORTE-C080.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-NEUTRANEL-3X301X10-AACACSR-600V-C-DEL-NORTE-C081-1-scaled.png,,,,,,,,,0

3589,simple,10245-CS1/015ACSR,,CABLE SEMIAISLADO ACSR CAL 1/0 15KV C DEL NORTE E150,1,0,visible,"Cable Semiaislado ACSR CAL 1/0 15KV C Del Norte E150.
\n
\nCable semiaislado de <strong data-start=""215"" data-end=""239"">media tensión (15kV)</strong> con conductor <strong data-start=""254"" data-end=""278"">ACSR calibre 1/0 AWG</strong>, ideal para líneas de distribución aérea donde se requiere mayor seguridad eléctrica sin sacrificar conductividad.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Semiaislado ACSR CAL 1/0 15KV.</li>
\n 	<li>C Del Norte E150.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-SEMIAISLADO-ACSR-CAL-1-0-15KV-C-DEL-NORTE-E150.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-SEMIAISLADO-ACSR-CAL-10-15KV-C-DEL-NORTE-E150-scaled.png,,,,,,,,,0

3591,simple,10245-SUM1/01000,,CABLE BOMBA SUMERGIBLE 1000V 3 X 1/0 AWG,1,0,visible,"Cable Bomba Sumergible 1000V 3 X 1/0 AWG
\n
\nDiseñado para aplicaciones de bombeo en pozos profundos y ambientes húmedos, este cable sumergible de <strong data-start=""265"" data-end=""274"">1000V</strong> cuenta con <strong data-start=""286"" data-end=""322"">tres conductores calibre 1/0 AWG</strong>, ofreciendo excelente capacidad de conducción eléctrica, resistencia a la humedad, presión y agentes corrosivos.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Bomba Sumergible 1000V.</li>
\n 	<li>3 X 1/0 AWG.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-BOMBA-SUMERGIBLE-1000V-3-X-1_0-AWG.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-BOMBA-SUMERGIBLE-1000V-3-X-2-AWG-2-scaled.png,,,,,,,,,0

3593,simple,10245-CN3414,,CABLE NEUTRANEL 3X4+1X4 AAC/AAC 600V C DEL NORTE C040,1,0,visible,"Cable Neutranel 3X4+1X4 AAC/AAC 600V C Del Norte C040.
\n
\nCable preensamblado tipo Neutranel para baja tensión, compuesto por <strong data-start=""270"" data-end=""310"">tres conductores de fase y un neutro</strong> en <strong data-start=""314"" data-end=""351"">aluminio AAC, todos calibre 4 AWG</strong>, ideal para distribución aérea en sistemas residenciales.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Neutranel 3X4+1X4 AAC/AAC 600V.</li>
\n 	<li>C Del Norte C040.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-NEUTRANEL-3X41X4-AAC-AAC-600V-C-DEL-NORTE-C040.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-NEUTRANEL-3X41X4-AACAAC-600V-C-DEL-NORTE-C040-scaled.png,,,,,,,,,0

3595,simple,10245-CN2212,,CABLE NEUTRANEL 2X2+1X2 AAC/AAC 600V C DEL NORTE C021,1,0,visible,"Cable Neutranel 2X2+1X2 AAC/AAC 600V C Del Norte C021.
\n
\nCable preensamblado tipo Neutranel para baja tensión, conformado por <strong data-start=""279"" data-end=""318"">dos conductores de fase y un neutro</strong>, todos en <strong data-start=""329"" data-end=""359"">aluminio AAC calibre 2 AWG.</strong>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Neutranel 2X2+1X2 AAC/AAC 600V.</li>
\n 	<li>C Del Norte C021.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-NEUTRANEL-2X21X2-AAC-AAC-600V-C-DEL-NORTE-C021.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-NEUTRANEL-2X21X2-AACAAC-600V-C-DEL-NORTE-C021-scaled.png,,,,,,,,,0

3597,simple,10245-XL15500133AL,,CABLE ENERGIA XPL AL 15KV 500 AISLAMIENTO 133S/CINTAS CDEL NORTE,1,0,visible,"Cable Energia XPL AL 15KV 500 Aislamiento 133S/Cintas Cdel Norte.
\n
\nCable de media tensión diseñado para <strong data-start=""256"" data-end=""294"">sistemas eléctricos de hasta 15 kV</strong>, con <strong data-start=""300"" data-end=""335"">conductor de aluminio 500 kcmil</strong>, <strong data-start=""337"" data-end=""385"">aislamiento en XLP (polietileno entrelazado)</strong> al <strong data-start=""389"" data-end=""397"">133%</strong>, y <strong data-start=""401"" data-end=""462"">pantalla semiconductora con cintas bloqueantes de humedad</strong>.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Energía XPL AL 15KV 500.</li>
\n 	<li>Aislamiento 133S/Cintas</li>
\n 	<li>Cdel Norte.</li>
\n</ul>
\n[vcex_button url="" https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-ENERGIA-XPL-AL-15KV-500-AISLAMIENTO-133S-CINTAS-CDEL-NORTE.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-ENERGIA-XPL-AL-15KV-500-AISLAMIENTO-133SCINTAS-CDEL-NORTE-scaled.png,,,,,,,,,0

3599,simple,10245-XL25500AN,,CABLE ENERGIA XLP AL 25KV 500 AISLAMIENTO 100 S/CINTAS BLOQ C DEL NORTE,1,0,visible,"Cable Energia XLP AL 25KV 500 AISLAMIENTO 100 S/Cintas Bloq C Del Norte.
\n
\nCable de media tensión para <strong data-start=""263"" data-end=""272"">25 kV</strong>, fabricado con <strong data-start=""288"" data-end=""323"">conductor de aluminio 500 kcmil</strong>, <strong data-start=""325"" data-end=""373"">aislamiento en XLP (polietileno entrelazado)</strong> al <strong data-start=""377"" data-end=""385"">100%.</strong>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Energia XLP AL 25KV 500.</li>
\n 	<li>AISLAMIENTO 100 S/Cintas.</li>
\n 	<li>Bloq C Del Norte.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-ENERGIA-XLP-AL-25KV-500-AISLAMIENTO-100-S-CINTAS-BLOQ-C-DEL-NORTE-1.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-ENERGIA-XLP-AL-15KV-500-AISLAMIENTO-100-SCINTAS-BLOQ-C-DEL-NORTE-scaled.png,,,,,,,,,0

3600,simple,10245-SUM3/01000,,CABLE BOMBA SUMERGIBLE 1000V 3 X 3/0 AWG,1,0,visible,"Cable Bomba Sumergible 1000V 3 X 3/0 AWG.
\n
\nDiseñado para aplicaciones de bombeo en condiciones extremas, este cable sumergible de <strong data-start=""252"" data-end=""261"">1000V</strong> con <strong data-start=""266"" data-end=""311"">tres conductores de cobre calibre 3/0 AWG</strong> garantiza una conducción eléctrica segura, eficiente y duradera.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Bomba Sumergible 1000V.</li>
\n 	<li>3 X 3/0 AWG.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-BOMBA-SUMERGIBLE-1000V-3-X-3-0-AWG.pdf "" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-BOMBA-SUMERGIBLE-1000V-3-X-30-AWG-scaled.png,,,,,,,,,0

3603,simple,10245-CN3616,,CABLE NEUTRANEL 3X6+1X6 AAC/AAC 600V C DEL NORTE C039,1,0,visible,"Cable Neutranel 3X6+1X6 AAC/AAC 600V C Del Norte C039.
\n
\nCable preensamblado tipo Neutranel, ideal para distribución aérea en baja tensión hasta <strong data-start=""296"" data-end=""304"">600V</strong>. Conformado por <strong data-start=""321"" data-end=""361"">tres conductores de fase y un neutro</strong>, todos en <strong data-start=""372"" data-end=""402"">aluminio AAC calibre 6 AWG.</strong>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Neutranel 3X6+1X6 AAC/AAC 600V.</li>
\n 	<li>C Del Norte C039.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-NEUTRANEL-3X61X6-AACAAC-600V-C-DEL-NORTE-C039.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-NEUTRANEL-3X61X6-AACAAC-600V-C-DEL-NORTE-C039-scaled.png,,,,,,,,,0

3605,simple,10245-XLPE3/0,,CABLE URD XLPE AL MONOPOLAR CAL 3/0 600V Y912 C DEL NORTE,1,0,visible,"Cable URD XLPE Al Monopolar CAL 3/0 600V Y912 C Del Norte.
\n
\nCable monopolar tipo URD con <strong data-start=""235"" data-end=""276"">conductor de aluminio calibre 3/0 AWG</strong>, aislamiento en <strong data-start=""293"" data-end=""327"">XLPE (polietileno entrelazado)</strong> y clasificación de <strong data-start=""347"" data-end=""355"">600V</strong>, ideal para distribución secundaria subterránea en sistemas residenciales, comerciales e industriales.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable URD XLPE Al Monopolar CAL 3/0 600V.</li>
\n 	<li>Y912 C Del Norte.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-URD-XLPE-AL-MONOPOLAR-CAL-3-0-600V-Y912-C-DEL-NORTE.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-URD-XLPE-AL-MONOPOLAR-CAL-30-600V-Y912-C-DEL-NORTE-scaled.png,,,,,,,,,0

3609,simple,10245-XLPE6,,CABLE URD XLPE AL MONOPOLAR CAL 6 600V Y905 C DEL NORTE,1,0,visible,"Cable URD XLPE Al Monopolar CAL 6 600V Y905 C Del Norte
\n
\nCable de distribución secundaria tipo URD, <strong data-start=""253"" data-end=""306"">monopolar con conductor de aluminio calibre 6 AWG</strong>, aislamiento en <strong data-start=""323"" data-end=""357"">XLPE (polietileno entrelazado)</strong> y voltaje nominal de <strong data-start=""379"" data-end=""387"">600V</strong>.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable URD XLPE Al Monopolar CAL 6 600V.</li>
\n 	<li>Y905 C Del Norte.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-URD-XLPE-AL-MONOPOLAR-CAL-6-600V-Y905-C-DEL-NORTE.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-URD-XLPE-AL-MONOPOLAR-CAL-6-600V-Y905-C-DEL-NORTE-scaled.png,,,,,,,,,0

3611,simple,10245-XLPE1414,,CABLE URD XLPE AL 1X4+1X4 600V Y302 C DEL NORTE,1,0,visible,"Cable URD XLPE AL 1X4+1X4 600V Y302 C Del Norte.
\n
\nCable de distribución secundaria tipo URD, <strong data-start=""253"" data-end=""306"">monopolar con conductor de aluminio calibre 6 AWG</strong>, aislamiento en <strong data-start=""323"" data-end=""357"">XLPE (polietileno entrelazado)</strong> y voltaje nominal de <strong data-start=""379"" data-end=""387"">600V</strong>.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable URD XLPE AL 1X4+1X4 600V.</li>
\n 	<li>Y302 C Del Norte.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-URD-XLPE-AL-1X41X4-600V-Y302-C-DEL-NORTE.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-URD-XLPE-AL-1X41X4-600V-Y302-C-DEL-NORTE-scaled.png,,,,,,,,,0

3613,simple,10245-SUM61000,,CABLE BOMBA SUMERGIBLE 1000V 3 X 6 AWG,1,0,visible,"Cable Bomba Sumergible 1000V 3 X 6 AWG
\n
\nCable especialmente diseñado para alimentar bombas sumergibles en pozos profundos o entornos húmedos, con <strong data-start=""267"" data-end=""310"">tres conductores de cobre calibre 6 AWG.</strong>","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Bomba Sumergible 1000V.</li>
\n 	<li>3 X 6 AWG.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-BOMBA-SUMERGIBLE-1000V-3-X-6-AWG.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-BOMBA-SUMERGIBLE-1000V-3-X-6-AWG-scaled.png,,,,,,,,,0

3616,simple,10245-CPORT4,,CABLE PORTAELECTRODO CAL 4 C DEL NORTE P002,1,0,visible,"Cable Portaelectrodo CAL 4 C Del Norte P002
\n
\nCable flexible para soldadura eléctrica, fabricado con <strong data-start=""237"" data-end=""273"">conductor de cobre calibre 4 AWG</strong> y aislamiento de alta resistencia.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Portaelectrodo CAL 4.</li>
\n 	<li>C Del Norte P002.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-PORTAELECTRODO-CAL-4-C-DEL-NORTE-P002.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-PORTAELECTRODO-CAL-4-C-DEL-NORTE-P002-scaled.png,,,,,,,,,0

3621,simple,10245-SUM41000,,CABLE BOMBA SUMERGIBLE 1000V 3 X 4 AWG,1,0,visible,"Cable Bomba Sumergible 1000V 3 X 4 AWG
\n
\nDiseñado para alimentar bombas sumergibles en pozos profundos y ambientes húmedos, este cable cuenta con <strong data-start=""266"" data-end=""309"">tres conductores de cobre calibre 4 AWG</strong> y aislamiento para <strong data-start=""329"" data-end=""338"">1000V</strong>.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Bomba Sumergible 1000V.</li>
\n 	<li>3 X 4 AWG.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-BOMBA-SUMERGIBLE-1000V-3-X-4-AWG.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-BOMBA-SUMERGIBLE-1000V-3-X-4-AWG-scaled.png,,,,,,,,,0

3623,simple,10245-CPORT3/0,,CABLE PORTAELECTRODO CAL 3/0 660V C DEL NORTE P006,1,0,visible,"Cable Portaelectrodo CAL 3/0 660V C Del Norte P006
\n
\nCable de uso rudo para soldadura eléctrica, con <strong data-start=""244"" data-end=""291"">conductor de cobre flexible calibre 3/0 AWG</strong> y aislamiento resistente a <strong data-start=""319"" data-end=""327"">660V</strong>.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Cable Portaelectrodo CAL 3/0 660V.</li>
\n 	<li>C Del Norte P006.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-PORTAELECTRODO-CAL-3-0-660V-C-DEL-NORTE-P006.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"CONDUCTOR ELÉCTRICO, MARCAS > CONDUCTORES DEL NORTE",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/CABLE-PORTAELECTRODO-CAL-30-660V-C-DEL-NORTE-P006-scaled.png,,,,,,,,,0

3626,simple,10231-ASSI35,,AISLADOR SUSPENSION SINTETICO 35KV 339074,1,0,visible,"Aislador Suspensión Sintético 35K.V 339074.
\n
\nDiseñado para sistemas de distribución eléctrica aérea en media tensión.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Dispositivo diseñado para aislar eléctricamente y fijar mecánicamente a los conductores con las estructuras y a equipos que están sujetos a un potencial eléctrico.</li>
\n 	<li>Está formado por componentes aislantes y un núcleo envolvente.</li>
\n 	<li>Equipado con herrajes metálicos de sujeción en los extremos.</li>
\n 	<li>Ideal para tensión o suspensión.</li>
\n 	<li>Empleado en niveles de baja, media y alta contaminación.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/339074-AISLADOR-SINTETICO-DE-35-KV.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"AISLADORES, MARCAS > IUSA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10231-ASSI35-AISLADOR-SUSPENSION-SINTETICO-35KV-339074-scaled.png,,,,,,,,,0

3628,simple,10231-12KVMEPSIL,,APARTARRAYO DE TRANSICION 12KV TIPO RISER POLE 213086,1,0,visible,"Apartarrayo De Transición 12KV Tipo Riser Pole 213086.
\n
\nDiseñado para salvaguardar equipos y líneas de distribución ante sobretensiones transitorias.","Especificaciones Técnicas:
\n<ul>
\n 	<li>Apartarrayos de óxido metálico con envolventes polimérico para redes de distribución.</li>
\n 	<li>Gran flexibilidad de obtener los valores de distancia de fuga a través de sus faldones, acortando la longitud del cuerpo del apartarrayos.</li>
\n 	<li>Su envolvente de hule silicón cuenta con gran hidrofobicidad, es resistente a los rayos UV, limita las corrientes de fuga, elimina los costos elevados y permite incrementar el tiempo de vida de estos equipos.</li>
\n 	<li>Pueden utilizarse en ambientes altamente contaminantes.</li>
\n</ul>
\n[vcex_button url=""https://grupoascencio.com.mx/wp-content/uploads/2025/07/213086_APART_DIST_12KV_MEPSIL_10KA_EMP1-1.pdf"" title=""Visit Site"" style=""flat"" align=""left"" color=""black"" size=""small"" target=""blank"" rel=""none""]Ficha Tecnica[/vcex_button]",,,taxable,,1,,,0,0,,,,,1,,,0,"AISLADORES, MARCAS > IUSA",,,https://grupoascencio.com.mx/wp-content/uploads/2025/07/10231-12KVMEPSIL-APARTARRAYO-DE-TRANSICION-12KV-TIPO-RISER-POLE-213086-scaled.png,,,,,,,,,0

3641,simple,10231-21KVMEPSIL,,APARTARRAYO DE TRANSICION 21KV ADOMC TIPO RISER21 213088,1,0,visible,"Apartarrayo De Transición 21KV ADOMC Tipo RISER21 213088.
\n
\nDiseñado para proteger equipos eléctricos y sistemas de distribución contra sobretensiones transitorias causadas por descargas atmosféricas o maniobras en la red.","Especificaciones Técnicas.
\n<ul>
\n 	<li>Apartarrayos de óxido metálico con envolventes polimérico para redes de distribución.</li>
\n 	<li>Gran flexibilidad de obtener los valores de distancia de fuga a través de sus faldones, acortando la longitud del cuerpo del apartarrayos.</li>
